Image_path,Condition
img_4517974.jpg,1
img_4636613.jpg,1
img_4636135.jpg,1
img_4518559.jpg,1
img_4636729.jpg,1
img_4535097.jpg,1
img_4517704.jpg,1
img_4534873.jpg,1
img_4635779.jpg,1
img_4537286.jpg,1
img_7768949.jpg,1
img_4638757.jpg,1
img_4538705.jpg,1
img_4518965.jpg,1
img_4537510.jpg,1
img_7766274.jpg,1
img_4535290.jpg,1
img_4638091.jpg,1
img_4634227.jpg,0
img_4518784.jpg,1
img_4535459.jpg,1
img_4634525.jpg,1
img_7767424.jpg,1
img_4518454.jpg,1
img_4537837.jpg,1
img_4638780.jpg,1
img_4518269.jpg,1
img_4516248.jpg,1
img_7767681.jpg,1
img_4536981.jpg,1
img_4534531.jpg,1
img_7765387.jpg,1
img_4515895.jpg,1
img_4637531.jpg,1
img_4635037.jpg,1
img_7763565.jpg,0
img_4637794.jpg,1
img_7764785.jpg,1
img_7768568.jpg,1
img_4535141.jpg,1
img_7764716.jpg,1
img_4517533.jpg,1
img_4515867.jpg,0
img_4516319.jpg,1
img_4517087.jpg,1
img_7768048.jpg,1
img_4635356.jpg,1
img_7762221.jpg,0
img_4518225.jpg,1
img_4535766.jpg,1
img_7766179.jpg,1
img_4515825.jpg,1
img_7764668.jpg,1
img_4635892.jpg,1
img_4516526.jpg,1
img_4516674.jpg,1
img_4537249.jpg,1
img_4518299.jpg,1
img_7768700.jpg,1
img_4515380.jpg,1
img_4517226.jpg,1
img_4637079.jpg,1
img_4536128.jpg,1
img_7765969.jpg,1
img_4537166.jpg,1
img_4517580.jpg,1
img_4632689.jpg,0
img_4638688.jpg,1
img_4635622.jpg,1
img_4535042.jpg,1
img_4538486.jpg,1
img_4537950.jpg,1
img_4638154.jpg,1
img_7766017.jpg,1
img_4536610.jpg,1
img_7765876.jpg,1
img_4634855.jpg,1
img_4514588.jpg,1
img_4637933.jpg,1
img_7766622.jpg,1
img_4535119.jpg,1
img_7766356.jpg,1
img_7765714.jpg,1
img_4635683.jpg,1
img_453456.jpg,0
img_4538945.jpg,1
img_4634600.jpg,1
img_4536412.jpg,1
img_4538847.jpg,1
img_4516268.jpg,1
img_4535932.jpg,1
img_4536383.jpg,1
img_4514720.jpg,1
img_7767519.jpg,1
img_4518028.jpg,1
img_4634870.jpg,1
img_4635588.jpg,1
img_4537105.jpg,1
img_4635607.jpg,1
img_7765882.jpg,1
img_4634621.jpg,1
img_4516386.jpg,1
img_4636680.jpg,1
img_4633067.jpg,0
img_4535832.jpg,1
img_4637292.jpg,1
img_4516444.jpg,1
img_4517645.jpg,1
img_4536514.jpg,1
img_4635217.jpg,1
img_7765840.jpg,1
img_4636577.jpg,1
img_4534889.jpg,1
img_4635642.jpg,1
img_7768936.jpg,1
img_4535764.jpg,1
img_7767420.jpg,1
img_4515911.jpg,1
img_4637175.jpg,1
img_7768334.jpg,1
img_4517155.jpg,1
img_7768601.jpg,1
img_4636143.jpg,1
img_7768235.jpg,1
img_4517635.jpg,1
img_4517647.jpg,1
img_4536890.jpg,1
img_4518801.jpg,1
img_4518002.jpg,1
img_7767807.jpg,1
img_7768734.jpg,1
img_4516183.jpg,1
img_4515675.jpg,1
img_4635549.jpg,1
img_4535986.jpg,1
img_4636777.jpg,1
img_4637503.jpg,1
img_4536138.jpg,1
img_7767844.jpg,1
img_7764883.jpg,1
img_4538113.jpg,1
img_4637304.jpg,1
img_4535743.jpg,1
img_7764941.jpg,1
img_4538633.jpg,1
img_7767272.jpg,1
img_4538102.jpg,1
img_4637617.jpg,1
img_4515205.jpg,1
img_7768172.jpg,1
img_4638758.jpg,1
img_4518755.jpg,1
img_4536993.jpg,1
img_4636156.jpg,1
img_4538112.jpg,1
img_4517305.jpg,1
img_4535129.jpg,1
img_7768147.jpg,1
img_4514715.jpg,1
img_4516820.jpg,1
img_4538739.jpg,1
img_7764922.jpg,1
img_7768786.jpg,1
img_7765274.jpg,1
img_7767301.jpg,1
img_4637674.jpg,0
img_7765513.jpg,1
img_4634342.jpg,0
img_4637643.jpg,1
img_4516303.jpg,1
img_4637722.jpg,1
img_4638508.jpg,1
img_4638686.jpg,1
img_4638768.jpg,1
img_7764804.jpg,1
img_4515006.jpg,1
img_4634748.jpg,1
img_4636391.jpg,1
img_4638853.jpg,1
img_4638889.jpg,1
img_7764578.jpg,1
img_4635792.jpg,1
img_4638150.jpg,1
img_4518543.jpg,0
img_4515403.jpg,1
img_4538234.jpg,1
img_4635001.jpg,1
img_4538034.jpg,1
img_7764765.jpg,0
img_4636095.jpg,1
img_4537999.jpg,1
img_4635315.jpg,1
img_4516912.jpg,1
img_4517037.jpg,1
img_4635680.jpg,1
img_4534848.jpg,1
img_4517202.jpg,1
img_4518280.jpg,1
img_4638759.jpg,1
img_7766330.jpg,1
img_451186.jpg,0
img_4637980.jpg,1
img_4517483.jpg,1
img_4638025.jpg,1
img_7763281.jpg,0
img_4638182.jpg,1
img_4536532.jpg,1
img_4517571.jpg,1
img_7766920.jpg,1
img_4515727.jpg,1
img_4536632.jpg,1
img_7768342.jpg,1
img_4535326.jpg,1
img_7768974.jpg,1
img_7766400.jpg,1
img_4534880.jpg,1
img_7765094.jpg,1
img_4636333.jpg,1
img_4515475.jpg,1
img_4518573.jpg,1
img_7768558.jpg,1
img_4638563.jpg,1
img_4636748.jpg,1
img_4515645.jpg,1
img_4632686.jpg,0
img_4535640.jpg,1
img_4515944.jpg,1
img_4535815.jpg,1
img_4635195.jpg,1
img_4535435.jpg,1
img_4515581.jpg,1
img_7765866.jpg,1
img_7766666.jpg,1
img_4518933.jpg,1
img_4636575.jpg,1
img_4637392.jpg,1
img_4531694.jpg,0
img_4537685.jpg,1
img_4636375.jpg,1
img_4635910.jpg,1
img_4637086.jpg,1
img_4516489.jpg,1
img_4534699.jpg,1
img_4637315.jpg,1
img_4636461.jpg,1
img_4518142.jpg,1
img_4638449.jpg,1
img_7766726.jpg,1
img_4515407.jpg,1
img_4518887.jpg,1
img_4636703.jpg,1
img_4535143.jpg,1
img_4538093.jpg,1
img_4516228.jpg,1
img_4638503.jpg,1
img_4516939.jpg,1
img_4638463.jpg,1
img_7766719.jpg,1
img_4535340.jpg,1
img_4516553.jpg,1
img_4513168.jpg,0
img_4514653.jpg,1
img_4537019.jpg,1
img_4636584.jpg,1
img_7765649.jpg,1
img_4514779.jpg,1
img_4638583.jpg,1
img_4536308.jpg,1
img_4535263.jpg,0
img_4536177.jpg,0
img_4635721.jpg,0
img_4638128.jpg,1
img_7763076.jpg,0
img_4515236.jpg,1
img_4534856.jpg,1
img_4637680.jpg,1
img_4534505.jpg,1
img_4634777.jpg,1
img_4538196.jpg,1
img_4517706.jpg,1
img_4518874.jpg,1
img_7768586.jpg,1
img_7765233.jpg,0
img_4518055.jpg,1
img_4638873.jpg,1
img_7768667.jpg,1
img_7764966.jpg,1
img_4638884.jpg,1
img_7768712.jpg,1
img_4637275.jpg,1
img_4638603.jpg,1
img_4637280.jpg,1
img_4538687.jpg,1
img_4638336.jpg,1
img_4536255.jpg,1
img_4536642.jpg,1
img_4535013.jpg,1
img_4637347.jpg,1
img_4515002.jpg,1
img_4516834.jpg,1
img_4513423.jpg,0
img_4636774.jpg,1
img_4536123.jpg,1
img_4515408.jpg,1
img_4517905.jpg,1
img_4635995.jpg,1
img_7767430.jpg,1
img_7766056.jpg,1
img_4518779.jpg,1
img_4532799.jpg,0
img_4638388.jpg,1
img_4514917.jpg,1
img_4535100.jpg,1
img_7766117.jpg,1
img_4537091.jpg,1
img_7764577.jpg,1
img_4637927.jpg,1
img_4536163.jpg,1
img_4538815.jpg,1
img_7765429.jpg,1
img_4515603.jpg,1
img_7768710.jpg,1
img_4638144.jpg,1
img_4536062.jpg,1
img_4537253.jpg,1
img_4516186.jpg,1
img_7768062.jpg,1
img_4634831.jpg,1
img_4515101.jpg,1
img_4537944.jpg,1
img_4635324.jpg,1
img_4518647.jpg,1
img_7766013.jpg,1
img_7765577.jpg,1
img_4636781.jpg,1
img_4637370.jpg,1
img_4512529.jpg,0
img_4635552.jpg,1
img_4535879.jpg,1
img_4518065.jpg,1
img_4515172.jpg,1
img_4638215.jpg,1
img_4637608.jpg,1
img_4638552.jpg,1
img_4636259.jpg,1
img_4535559.jpg,1
img_4516807.jpg,1
img_4537128.jpg,1
img_7767062.jpg,1
img_4516583.jpg,1
img_4636849.jpg,1
img_4515536.jpg,1
img_4536824.jpg,1
img_7764614.jpg,1
img_7766611.jpg,1
img_7768830.jpg,1
img_4635940.jpg,1
img_4636527.jpg,1
img_4536462.jpg,1
img_4538123.jpg,1
img_4634006.jpg,0
img_7766720.jpg,1
img_4538209.jpg,1
img_4637727.jpg,1
img_4516620.jpg,1
img_7765919.jpg,1
img_4634822.jpg,1
img_4515592.jpg,1
img_453178.jpg,0
img_4635617.jpg,1
img_4518854.jpg,1
img_4635167.jpg,1
img_4515218.jpg,1
img_4518390.jpg,1
img_4637514.jpg,1
img_4514786.jpg,1
img_4538918.jpg,1
img_7765913.jpg,1
img_4636051.jpg,1
img_4637214.jpg,1
img_7767484.jpg,1
img_4537902.jpg,1
img_7763604.jpg,0
img_4636159.jpg,1
img_4517719.jpg,1
img_4537378.jpg,1
img_4517239.jpg,1
img_4518648.jpg,1
img_7765858.jpg,1
img_7766073.jpg,1
img_7764931.jpg,1
img_4634857.jpg,1
img_4517287.jpg,1
img_4535801.jpg,1
img_4536983.jpg,1
img_4518511.jpg,1
img_451397.jpg,0
img_4632253.jpg,0
img_7768302.jpg,1
img_4635183.jpg,1
img_4534972.jpg,1
img_7766825.jpg,1
img_4635987.jpg,1
img_4517267.jpg,1
img_7767495.jpg,1
img_4638825.jpg,1
img_7761480.jpg,0
img_4538414.jpg,1
img_4517535.jpg,1
img_4538000.jpg,1
img_4636427.jpg,1
img_7764511.jpg,1
img_4536309.jpg,1
img_4516142.jpg,1
img_7764995.jpg,1
img_4538588.jpg,1
img_7768951.jpg,1
img_4515058.jpg,1
img_4516496.jpg,1
img_4636092.jpg,1
img_4634888.jpg,1
img_4637573.jpg,1
img_4636473.jpg,1
img_4535576.jpg,1
img_4537054.jpg,1
img_7766717.jpg,1
img_4514546.jpg,1
img_7764027.jpg,0
img_4636459.jpg,1
img_4635522.jpg,1
img_4538364.jpg,1
img_4538265.jpg,1
img_4635200.jpg,1
img_4631479.jpg,0
img_4536217.jpg,1
img_7766226.jpg,1
img_7766860.jpg,1
img_4637389.jpg,1
img_4635131.jpg,1
img_4535412.jpg,1
img_4535897.jpg,1
img_4516307.jpg,0
img_4537787.jpg,1
img_4638711.jpg,1
img_4537244.jpg,1
img_7766535.jpg,1
img_4516833.jpg,1
img_4536678.jpg,1
img_4517327.jpg,1
img_4635529.jpg,1
img_4518268.jpg,1
img_4515942.jpg,1
img_4518452.jpg,1
img_4536195.jpg,1
img_4638902.jpg,1
img_4636402.jpg,1
img_4635293.jpg,1
img_4534660.jpg,1
img_4537896.jpg,1
img_4637195.jpg,1
img_4516388.jpg,1
img_4636936.jpg,1
img_7766691.jpg,1
img_7768927.jpg,1
img_4534592.jpg,1
img_4637159.jpg,1
img_4518665.jpg,1
img_4538940.jpg,1
img_4516826.jpg,1
img_4638424.jpg,1
img_4534669.jpg,1
img_4514648.jpg,1
img_4516647.jpg,1
img_4515115.jpg,1
img_4537020.jpg,1
img_4535075.jpg,1
img_4513328.jpg,0
img_7768165.jpg,1
img_7768310.jpg,1
img_7765611.jpg,1
img_4517331.jpg,1
img_4635728.jpg,1
img_4516724.jpg,1
img_4637449.jpg,1
img_4516119.jpg,1
img_4515853.jpg,1
img_4535132.jpg,1
img_7768859.jpg,1
img_4634565.jpg,1
img_4516171.jpg,1
img_7768285.jpg,1
img_7765978.jpg,1
img_4632335.jpg,0
img_4511760.jpg,0
img_4637061.jpg,1
img_4517383.jpg,1
img_4636917.jpg,1
img_4637399.jpg,1
img_7768988.jpg,1
img_4515908.jpg,1
img_4517584.jpg,1
img_4635814.jpg,1
img_7768981.jpg,1
img_4538903.jpg,1
img_4636873.jpg,1
img_4536693.jpg,1
